                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.92241,                 2.1029,                      0,                0.64406,                 1.2268,                0.99018,                      1,                  0.995,                0.63085,                0.99018,                      1,                  0.995,                0.27933,                 1.4515,                 2.6753,                      0,                0.65896,                 1.7433,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.0113,                 2.1104,                      0,                0.76207,                 1.4251,                0.99129,                      1,                  0.995,                0.67904,                0.99129,                      1,                  0.995,                0.31966,                 1.3576,                 2.4735,                      0,                0.64629,                 1.6091,              0.0010199,              0.0010199,              0.0010199
                    102,                0.88802,                 2.0906,                      0,                0.62657,                  1.245,                0.99201,                      1,                  0.995,                0.66637,                0.99201,                      1,                  0.995,                0.33018,                 1.3151,                 2.2971,                      0,                0.62087,                 1.5229,                0.00101,                0.00101,                0.00101
                    103,                0.88535,                 2.0059,                      0,                0.61638,                 1.2222,                0.99127,                      1,                  0.995,                0.68421,                0.99127,                      1,                  0.995,                 0.4245,                 1.3346,                 2.2714,                      0,                0.59109,                 1.5379,              0.0010001,              0.0010001,              0.0010001
                    104,                0.88148,                 1.8992,                      0,                0.60325,                 1.2458,                0.98654,                      1,                  0.995,                0.71392,                0.98654,                      1,                  0.995,                0.42168,                 1.2513,                 2.3744,                      0,                0.60451,                 1.4777,              0.0009902,              0.0009902,              0.0009902
                    105,                0.90992,                 2.2431,                      0,                0.65488,                 1.2794,                0.98523,                      1,                  0.995,                0.70308,                0.98523,                      1,                  0.995,                0.37719,                 1.2944,                 2.4378,                      0,                0.62193,                 1.5264,              0.0009803,              0.0009803,              0.0009803
                    106,                0.91174,                 1.9812,                      0,                0.63087,                 1.2344,                0.99054,                      1,                  0.995,                0.63358,                0.99054,                      1,                  0.995,                0.32472,                 1.3474,                 2.5722,                      0,                0.65328,                 1.6013,              0.0009704,              0.0009704,              0.0009704
                    107,                 0.7929,                 2.0789,                      0,                 0.5685,                 1.1779,                0.99546,                      1,                  0.995,                0.64417,                0.99546,                      1,                  0.995,                0.36235,                 1.3986,                 2.6525,                      0,                0.69468,                 1.6663,              0.0009605,              0.0009605,              0.0009605
                    108,                0.92228,                 2.0392,                      0,                0.67852,                 1.3166,                      1,                0.99029,                  0.995,                0.60733,                      1,                0.99029,                  0.995,                0.30378,                 1.4699,                  2.806,                      0,                0.68975,                 1.8137,              0.0009506,              0.0009506,              0.0009506
                    109,                0.92545,                 1.8881,                      0,                0.62011,                  1.265,                0.99151,                      1,                  0.995,                0.61956,                0.99151,                      1,                  0.995,                0.26266,                 1.4513,                 2.7488,                      0,                0.62753,                 1.7905,              0.0009407,              0.0009407,              0.0009407
                    110,                0.99018,                 2.1781,                      0,                0.65176,                 1.2753,                0.99079,                      1,                  0.995,                  0.651,                0.99079,                      1,                  0.995,                0.31816,                 1.4605,                 2.6768,                      0,                0.58845,                 1.7595,              0.0009308,              0.0009308,              0.0009308
                    111,                0.81999,                 1.8789,                      0,                 0.5461,                 1.2034,                0.98996,                      1,                  0.995,                0.67896,                0.98996,                      1,                  0.995,                0.27744,                  1.404,                 2.6568,                      0,                0.56439,                 1.7114,              0.0009209,              0.0009209,              0.0009209
                    112,                0.87217,                 2.0336,                      0,                0.60803,                 1.2951,                0.98315,                      1,                  0.995,                0.68156,                0.98315,                      1,                  0.995,                0.34214,                 1.4463,                 2.5216,                      0,                0.72413,                 1.6675,               0.000911,               0.000911,               0.000911
                    113,                0.85601,                  2.391,                      0,                0.59321,                 1.2555,                0.98349,                      1,                  0.995,                0.59575,                0.98349,                      1,                  0.995,                0.33817,                  1.475,                 2.4659,                      0,                0.81498,                 1.6559,              0.0009011,              0.0009011,              0.0009011
                    114,                 0.7915,                 1.9942,                      0,                0.52326,                 1.2169,                0.98734,                      1,                  0.995,                 0.5955,                0.98734,                      1,                  0.995,                 0.3907,                 1.5141,                 2.4074,                      0,                 0.7238,                 1.6655,              0.0008912,              0.0008912,              0.0008912
                    115,                0.84519,                 1.8033,                      0,                0.57211,                 1.2974,                0.98982,                      1,                  0.995,                0.54108,                0.98982,                      1,                  0.995,                0.36007,                 1.4964,                 2.3779,                      0,                0.64002,                 1.6619,              0.0008813,              0.0008813,              0.0008813
                    116,                0.86791,                 1.9758,                      0,                0.57391,                 1.2591,                0.99061,                      1,                  0.995,                0.63039,                0.99061,                      1,                  0.995,                0.40115,                 1.5759,                 2.3818,                      0,                0.69312,                 1.8561,              0.0008714,              0.0008714,              0.0008714
                    117,                0.89766,                 2.1798,                      0,                0.57427,                 1.2353,                0.99065,                      1,                  0.995,                0.57392,                0.99065,                      1,                  0.995,                0.43293,                 1.6811,                 2.3622,                      0,                0.61742,                 1.9796,              0.0008615,              0.0008615,              0.0008615
                    118,                0.80124,                 2.1718,                      0,                0.55006,                 1.1952,                0.99063,                      1,                  0.995,                0.60367,                0.99063,                      1,                  0.995,                 0.3837,                 1.5853,                 2.3599,                      0,                0.60347,                 1.8249,              0.0008516,              0.0008516,              0.0008516
                    119,                0.87731,                 2.2433,                      0,                0.58094,                 1.1942,                0.99056,                      1,                  0.995,                 0.6486,                0.99056,                      1,                  0.995,                0.37353,                 1.4163,                   2.36,                      0,                0.65504,                 1.6225,              0.0008417,              0.0008417,              0.0008417
                    120,                0.81522,                 1.9299,                      0,                0.56055,                 1.2308,                0.99016,                      1,                  0.995,                0.63054,                0.99016,                      1,                  0.995,                0.32916,                 1.5012,                 2.5479,                      0,                0.70296,                 1.6857,              0.0008318,              0.0008318,              0.0008318
                    121,                0.84203,                 2.1835,                      0,                0.59091,                  1.174,                0.98998,                      1,                  0.995,                0.54212,                0.98998,                      1,                  0.995,                0.28737,                 1.5756,                 2.6742,                      0,                0.68606,                 1.7778,              0.0008219,              0.0008219,              0.0008219
                    122,                0.81837,                 2.0005,                      0,                0.55419,                 1.1393,                0.99014,                      1,                  0.995,                  0.554,                0.99014,                      1,                  0.995,                0.27145,                 1.5359,                 2.7067,                      0,                0.68986,                 1.7236,               0.000812,               0.000812,               0.000812
                    123,                0.90152,                 1.9904,                      0,                 0.6766,                 1.3232,                0.98983,                      1,                  0.995,                0.57645,                0.98983,                      1,                  0.995,                0.28865,                 1.5122,                 2.6812,                      0,                0.65835,                 1.6833,              0.0008021,              0.0008021,              0.0008021
                    124,                0.81558,                 2.0792,                      0,                0.56206,                 1.1786,                0.98947,                      1,                  0.995,                0.52175,                0.98947,                      1,                  0.995,                0.30507,                 1.6044,                 2.6222,                      0,                0.70811,                 1.7265,              0.0007922,              0.0007922,              0.0007922
                    125,                0.85749,                 2.0295,                      0,                0.58826,                 1.1958,                0.98926,                      1,                  0.995,                0.52918,                0.98926,                      1,                  0.995,                0.31051,                 1.6158,                 2.6296,                      0,                0.69879,                 1.7301,              0.0007823,              0.0007823,              0.0007823
                    126,                0.78304,                 2.2209,                      0,                0.54418,                 1.1895,                0.98951,                      1,                  0.995,                0.51633,                0.98951,                      1,                  0.995,                0.27721,                 1.6371,                 2.6682,                      0,                0.72174,                 1.8014,              0.0007724,              0.0007724,              0.0007724
                    127,                0.83531,                 2.0442,                      0,                0.59203,                 1.1764,                0.98947,                      1,                  0.995,                0.48765,                0.98947,                      1,                  0.995,                0.30657,                 1.6745,                 2.6635,                      0,                0.73143,                 1.8816,              0.0007625,              0.0007625,              0.0007625
                    128,                0.81661,                 1.8555,                      0,                0.52808,                 1.1607,                0.98969,                      1,                  0.995,                0.55181,                0.98969,                      1,                  0.995,                0.31816,                 1.5841,                 2.5288,                      0,                0.67551,                 1.8586,              0.0007526,              0.0007526,              0.0007526
                    129,                0.84798,                 2.0838,                      0,                0.55567,                 1.1925,                      1,                      1,                  0.995,                 0.5834,                      1,                      1,                  0.995,                 0.3035,                 1.5132,                 2.4528,                      0,                0.63082,                 1.7859,              0.0007427,              0.0007427,              0.0007427
                    130,                0.80243,                 1.6851,                      0,                0.53984,                 1.1727,                      1,                      1,                  0.995,                 0.6121,                      1,                      1,                  0.995,                 0.3155,                 1.4695,                 2.4078,                      0,                 0.6235,                 1.7501,              0.0007328,              0.0007328,              0.0007328
                    131,                0.79313,                 2.3105,                      0,                0.59665,                 1.1987,                0.99011,                      1,                  0.995,                0.62842,                0.99011,                      1,                  0.995,                 0.3399,                 1.4713,                 2.4247,                      0,                 0.6166,                 1.7668,              0.0007229,              0.0007229,              0.0007229
                    132,                0.80813,                 1.9526,                      0,                0.61422,                  1.198,                      1,                      1,                  0.995,                 0.5833,                    0.8,                    0.8,                  0.799,                 0.3597,                 1.6522,                 2.6113,                      0,                0.58729,                 2.0599,               0.000713,               0.000713,               0.000713
                    133,                0.77321,                 1.9695,                      0,                0.59541,                 1.1763,                 0.9904,                      1,                  0.995,                  0.518,                 0.9904,                      1,                  0.995,                 0.3539,                 1.7354,                 2.6508,                      0,                0.62185,                 2.1663,              0.0007031,              0.0007031,              0.0007031
                    134,                0.87022,                 1.9139,                      0,                0.57259,                  1.185,                0.99017,                      1,                  0.995,                0.48995,                0.99017,                      1,                  0.995,                0.32106,                 1.7737,                 2.6236,                      0,                0.63775,                 2.2055,              0.0006932,              0.0006932,              0.0006932
                    135,                0.83213,                  1.938,                      0,                0.50352,                 1.1797,                0.98972,                      1,                  0.995,                0.55452,                0.98972,                      1,                  0.995,                0.32622,                 1.7377,                 2.5688,                      0,                0.60158,                 2.1425,              0.0006833,              0.0006833,              0.0006833
                    136,                0.82279,                 2.3616,                      0,                0.60797,                 1.1751,                 0.9891,                      1,                  0.995,                0.57912,                 0.9891,                      1,                  0.995,                0.36177,                 1.5347,                 2.5017,                      0,                0.64325,                 1.8274,              0.0006734,              0.0006734,              0.0006734
                    137,                0.84549,                 1.9318,                      0,                 0.5848,                 1.2392,                0.98909,                      1,                  0.995,                0.59477,                0.98909,                      1,                  0.995,                0.32224,                 1.4578,                 2.5018,                      0,                0.60208,                 1.7491,              0.0006635,              0.0006635,              0.0006635
                    138,                0.80113,                 1.8984,                      0,                0.53734,                 1.2007,                0.98928,                      1,                  0.995,                0.60143,                0.98928,                      1,                  0.995,                0.34992,                 1.4362,                 2.5159,                      0,                 0.6094,                 1.7159,              0.0006536,              0.0006536,              0.0006536
                    139,                0.87486,                 1.8317,                      0,                 0.5577,                 1.2397,                0.98931,                      1,                  0.995,                0.56961,                0.98931,                      1,                  0.995,                0.31951,                 1.4669,                 2.5585,                      0,                0.64678,                 1.7888,              0.0006437,              0.0006437,              0.0006437
                    140,                0.75201,                  1.653,                      0,                0.51887,                 1.1398,                 0.9864,                      1,                  0.995,                0.56441,                 0.9864,                      1,                  0.995,                0.32787,                 1.5593,                 2.6344,                      0,                0.73303,                 1.9551,              0.0006338,              0.0006338,              0.0006338
                    141,                0.75204,                 1.7636,                      0,                0.55015,                 1.1411,                0.98745,                      1,                  0.995,                0.55962,                0.98745,                      1,                  0.995,                0.33663,                 1.6185,                 2.5607,                      0,                0.70492,                 2.0445,              0.0006239,              0.0006239,              0.0006239
                    142,                0.81893,                 2.1721,                      0,                 0.5865,                 1.1768,                0.98588,                      1,                  0.995,                0.58458,                0.98588,                      1,                  0.995,                0.33391,                 1.5752,                 2.4834,                      0,                0.69618,                 1.9421,               0.000614,               0.000614,               0.000614
                    143,                0.76913,                 1.8793,                      0,                0.52734,                 1.1744,                0.98315,                      1,                  0.995,                0.60802,                0.98315,                      1,                  0.995,                 0.3323,                 1.4831,                 2.4681,                      0,                0.66138,                  1.778,              0.0006041,              0.0006041,              0.0006041
                    144,                 0.7749,                 1.8308,                      0,                 0.5332,                 1.1497,                0.98972,                      1,                  0.995,                0.66492,                0.98972,                      1,                  0.995,                0.35131,                 1.2625,                 2.4019,                      0,                0.67291,                 1.4813,              0.0005942,              0.0005942,              0.0005942
                    145,                0.77672,                 1.8914,                      0,                0.51131,                 1.1932,                0.98993,                      1,                  0.995,                0.65987,                0.98993,                      1,                  0.995,                0.36208,                 1.2311,                 2.3933,                      0,                0.62648,                 1.4569,              0.0005843,              0.0005843,              0.0005843
                    146,                0.68246,                 1.5907,                      0,                0.49815,                 1.1666,                0.98989,                      1,                  0.995,                0.67139,                0.98989,                      1,                  0.995,                0.33857,                 1.2553,                 2.4446,                      0,                 0.6455,                 1.4936,              0.0005744,              0.0005744,              0.0005744
                    147,                0.68404,                   1.81,                      0,                0.48843,                 1.1132,                0.98975,                      1,                  0.995,                0.67159,                0.98975,                      1,                  0.995,                0.33891,                 1.2673,                 2.5162,                      0,                0.64309,                 1.5233,              0.0005645,              0.0005645,              0.0005645
                    148,                0.72167,                 1.5023,                      0,                0.48325,                 1.1256,                0.98958,                      1,                  0.995,                0.62641,                0.98958,                      1,                  0.995,                0.34144,                  1.324,                 2.4527,                      0,                0.63087,                 1.5901,              0.0005546,              0.0005546,              0.0005546
                    149,                0.72949,                 1.9213,                      0,                0.53011,                 1.1093,                0.98956,                      1,                  0.995,                0.59186,                0.98956,                      1,                  0.995,                0.38848,                 1.4061,                 2.3882,                      0,                0.62994,                 1.6854,              0.0005447,              0.0005447,              0.0005447
                    150,                0.76431,                 1.8063,                      0,                0.54226,                 1.1677,                0.98964,                      1,                  0.995,                0.60232,                0.98964,                      1,                  0.995,                 0.3669,                 1.4611,                 2.3565,                      0,                0.62943,                 1.7855,              0.0005348,              0.0005348,              0.0005348
                    151,                0.79074,                 2.0889,                      0,                0.57044,                 1.1396,                0.98994,                      1,                  0.995,                 0.6026,                0.98994,                      1,                  0.995,                0.36843,                 1.4868,                 2.3573,                      0,                0.60443,                 1.8567,              0.0005249,              0.0005249,              0.0005249
                    152,                0.90729,                 2.0399,                      0,                0.61543,                 1.2772,                0.99001,                      1,                  0.995,                0.62763,                0.99001,                      1,                  0.995,                0.36562,                 1.5056,                 2.3967,                      0,                0.55733,                 1.9164,               0.000515,               0.000515,               0.000515
                    153,                0.76221,                 1.9302,                      0,                0.54517,                 1.1416,                0.99048,                      1,                  0.995,                0.65444,                0.99048,                      1,                  0.995,                 0.3658,                 1.4863,                 2.4374,                      0,                0.53737,                 1.9001,              0.0005051,              0.0005051,              0.0005051
                    154,                0.72449,                 1.8964,                      0,                0.51446,                 1.1262,                0.99061,                      1,                  0.995,                0.65459,                0.99061,                      1,                  0.995,                0.36094,                 1.4577,                 2.4773,                      0,                0.49774,                 1.8493,              0.0004952,              0.0004952,              0.0004952
